ID,Project_Name,Bench_File_Name,Bench_Method_Name,itr_to_stds_avrg,itr_to_stds_std,Num_of_change_points_avrg,STD,AVRG,Bench_File_Nloc,Bench_Method_Nloc,Bench_Method_NestingLevel,Bench_Method_CCN,Bench_File_CCN_Avrg,Number_of_tryCatch,Number_of_switchCase,Number_of_systemCalls,Synchronization,Number_of_forLoops,Number_of_whileLoops,Number_of_packages,Number_of_functionCalls,Number_of_parameters,Benchmark_name_length,Number_of_no_steady_forks,class
155432a3fede4858ff766e0e72a62a6c98bc0998,r2dbc__r2dbc-h2,StagedResultSizeBenchmarks.java,preparedJdbc,1.0,1.0,5.8,1.307380084604768e-06,1.887129543044723e-05,89.0,10.0,1.0,2.0,2.0,0,0,0,0.0,0,1,19,8,1.0,31.0,0.0,1.0
466f009be2dea307aec1c9c3747022014b20dd67,r2dbc__r2dbc-h2,StagedResultSizeBenchmarks.java,simpleJdbc,179.0,161.0,5.6,5.405051432963282e-07,2.014660166649209e-06,89.0,9.0,1.0,2.0,2.0,0,0,0,0.0,0,1,19,7,1.0,31.0,1.0,0.0
c8b5c3bd7da32b179a7b59bbe03b20ae8ae2e966,ReactiveX__RxJava,FlattenRangePerf.java,observable,397.0,813.0,3.3,3.569954298312671e-07,2.0541809307810657e-05,44.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,5,2,1.0,21.0,0.0,1.0
9e8bed53ce66b77e44a7d803e56e8527728c40fc,imglib__imglib2,SyncedPositionablesBenchmark.java,benchmark3,396.0,15.0,2.5,0.0058414375927927,0.0216784014827214,64.0,4.0,1.0,1.0,1.0,0,0,0,0.0,0,0,16,8,0.0,33.0,0.0,1.0
757f265490964f2fac95a200c677d870c49876e4,zalando__logbook,HeaderBenchmark.java,replace1xResponse,287.0,549.0,8.4,1.1866253498634533e-07,3.371978017116852e-07,52.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,12,3,0.0,20.0,2.0,0.0
bdfbc06ac50ed79cd78dfd461e6063daee86567b,hazelcast__hazelcast,ArrayMerkleTreeBenchmark.java,updateReplace,166.0,479.0,2.4,5.4737013576250434e-08,1.4117810292613944e-07,147.0,6.0,1.0,1.0,1.0625,0,0,0,0.0,0,0,21,3,1.0,29.0,1.0,0.0
51ab8608f778ac1c0ce807d9a7374a1e6afe048f,prometheus__client_java,SummaryBenchmark.java,prometheusSimpleHistogramNoLabelsBenchmark,497.0,880.0,3.2,7.1310149541258885e-09,7.484233383108242e-08,119.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,13,1,0.0,21.0,2.0,0.0
3300d8e3ed48cbc2e20ef0843a41d701dfa0ab47,imglib__imglib2,RealTypeConvertersBenchmark.java,converter,251.0,715.0,3.3,2.5180643456097075e-09,5.644856625997522e-08,64.0,4.0,1.0,1.0,1.0,0,0,0,0.0,0,0,19,1,2.0,32.0,3.0,0.0
c46f910313452919ba62ba1219e5d00283a0877a,apache__logging-log4j2,JsonTemplateLayoutBenchmark.java,liteCustomJsonLayout,199.0,468.0,4.2,0.0025244792982894,0.0033048506928062,134.0,7.0,1.0,1.0,1.0666666666666669,0,0,0,0.0,0,0,6,4,0.0,32.0,1.0,0.0
53f286df82797ac993e358c9b4a14d8ea3ea6d1c,netty__netty,ByteBufCopyBenchmark.java,setBytes,0.0,0.0,1.3,1.2824616544750886e-08,6.76027833644218e-08,78.0,4.0,1.0,1.0,4.666666666666667,0,0,0,0.0,0,0,10,2,8.0,25.0,0.0,1.0
9ceb2daedc805cbf51e65e2fbd7cc1c3f930ac95,eclipse-vertx__vert.x,JsonEncodeBenchmark.java,wideBufferDatabind,233.0,678.0,11.4,0.0001001133499247,0.0013716018706261,96.0,3.0,1.0,1.0,1.0555555555555556,0,0,0,0.0,0,0,10,1,0.0,24.0,1.0,0.0
ea2d44d88f29ffe10a80be76548c7a63ef05db30,yellowstonegames__SquidLib,DataStructureBenchmark.java,insertIntegerLinkedHashMap2,947.0,553.0,7.9,0.0002734226897819,0.0019311687805628,534.0,8.0,1.0,2.0,1.8135593220338984,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,1.0,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,2.0,27.0,0.0,1.0
fca2e962008e904ab7b32ee2efa11ab6752f0aa9,apache__kafka,RecordBatchIterationBenchmark.java,measureStreamingIteratorForVariableBatchSize,568.0,615.0,19.0,3.0591167097975064e-05,0.0003725075911111,64.0,10.0,1.0,4.0,3.0,1,0,0,0.0,2,1,16,7,6.0,34.0,2.0,0.0
3b845ceb909fc29075f912abce65c30fc6d85b35,zalando__logbook,HeaderBenchmark.java,replace1xRequest,376.0,646.0,6.9,1.445015753910289e-07,6.709393332124524e-07,52.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,12,3,0.0,20.0,1.0,0.0
26ef89207908d6749383156157d2b1e134e92b48,apache__logging-log4j2,AsyncLoggersBenchmark.java,throughput9Params,919.0,983.0,4.5,1.3387609392511818e-07,1.6622675023689358e-06,111.0,4.0,1.0,1.0,1.0,0,0,0,0.0,0,0,16,1,0.0,26.0,3.0,0.0
35b28b0db82fdd2bad03d02facb3acaeddaf7a61,hazelcast__hazelcast,ArrayMerkleTreeBenchmark.java,clear_271,156.0,471.0,3.8,2.172777809258704e-06,2.448198667880663e-05,147.0,3.0,1.0,1.0,1.0625,0,0,0,0.0,0,0,21,1,1.0,29.0,6.0,0.0
76b7322317d935b952fbf081f3e915cd897fd489,RoaringBitmap__RoaringBitmap,BitmapIteratorBenchmark.java,forwardsBuffer,1.0,1.0,3.5,2.373902807364001e-07,1.4391900877515412e-05,72.0,8.0,1.0,2.0,2.0,0,0,0,0.0,0,1,10,3,1.0,28.0,0.0,1.0
06a09b5150bc66be731b08ec497a0a6d013b4efc,jgrapht__jgrapht,DeltaSteppingShortestPathPerformance.java,testDijkstraComplete,318.0,720.0,14.1,0.0025903811733092,0.0776770595498667,233.0,4.0,1.0,1.0,1.0909090909090908,0,0,0,0.0,0,0,8,2,1.0,41.0,7.0,0.0
5e5c755f1c3de925d831f126bf462ee42adca90c,HdrHistogram__HdrHistogram,HdrHistogramEncodingBench.java,skinnyEncodeIntoCompressedByteBuffer,728.0,924.0,12.0,0.0007082063598142,0.0001439081377767,48.0,4.0,1.0,1.0,1.25,0,0,0,0.0,0,0,5,2,2.0,30.0,1.0,0.0
f6e64c1e4b9578370cb252417fb0a1138846c685,yellowstonegames__SquidLib,WorldBenchmark.java,measureFast,0.0,0.0,22.1,0.0009946540069129,0.1078412137813342,60.0,5.0,1.0,1.0,1.0,0,0,0,0.0,0,0,13,2,0.0,19.0,0.0,1.0
678427862af742029f9b4daa927b31ddd44a62a0,prometheus__client_java,GaugeBenchmark.java,prometheusGaugeChildIncBenchmark,1.0,0.0,2.6,5.8192898048133115e-09,4.6444149488490267e-08,155.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,13,1,0.0,19.0,0.0,1.0
c385428875b73064af943a639c2e2a80cdf4efa3,crate__crate,LuceneBatchIteratorBenchmark.java,measureConsumeLuceneBatchIterator,12.0,24.0,13.4,0.0069639870721758,0.4621679460351994,64.0,14.0,1.0,2.0,2.0,0,0,0,0.0,0,1,24,6,0.0,33.0,0.0,1.0
90e402ce0a8b57add1549501e468953ffcb1cbb9,h2oai__h2o-3,IcedHashMapBench.java,writeMap,440.0,657.0,2.2,0.003142498750039,5.938057100145429e-05,138.0,6.0,1.0,2.0,3.636363636363636,0,0,0,0.0,0,0,14,3,5.0,21.0,0.0,1.0
fe02499cc06a6745f9324587f870a1bb0be7c118,openzipkin__zipkin,CodecBenchmarks.java,readClientSpan_THRIFT,692.0,805.0,7.6,6.271911613085558e-07,4.403314475595806e-06,121.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,20,1,0.0,20.0,1.0,0.0
fd94a7d62b284994c158e8136ea8578f6235cfb8,apache__tinkerpop,GraphMutateBenchmark.java,testAddVertexWithProps,871.0,896.0,12.4,2.164727360661223e-06,7.980015123033544e-06,136.0,13.0,1.0,3.0,2.3846153846153846,0,0,0,0.0,1,0,14,10,0.0,25.0,2.0,0.0
1285302166dc3ef5208e1cf0ace8aeac9c08c004,crate__crate,PreExecutionBenchmark.java,measureAnalyzeSimpleSelect,506.0,850.0,13.2,9.409262004550244e-07,2.7283888805005176e-06,98.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,32,3,0.0,26.0,1.0,0.0
5a809a9f5545922bfeb7925efc6f7f5244b484f4,eclipse-vertx__vert.x,JsonEncodeBenchmark.java,smallBufferDatabind,19.0,29.0,10.4,2.1933932197758687e-06,1.901952985198892e-05,96.0,3.0,1.0,1.0,1.0555555555555556,0,0,0,0.0,0,0,10,1,0.0,24.0,1.0,0.0
10c4d7af524e7375deaa415145089fb77b7d76df,eclipse-vertx__vert.x,HeadersContainsBenchmark.java,nettySmallExactMatch,106.0,206.0,3.1,6.81529974601853e-09,6.303749240558838e-08,53.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,8,1,0.0,29.0,2.0,0.0
2fbda872787ae9a58eee47cbfe2802989ca87087,r2dbc__r2dbc-h2,StagedResultSizeBenchmarks.java,simpleJdbc,7.0,10.0,6.4,1.0420006051230255e-06,1.8013053014485283e-05,89.0,9.0,1.0,2.0,2.0,0,0,0,0.0,0,1,19,7,1.0,31.0,0.0,1.0
1fe3c5eb96df161f46dc7e97fb6c3423532f18ec,zalando__logbook,HttpLogFormatterBenchmark.java,defaultResponse,345.0,388.0,11.9,9.743166215221077e-07,1.1944020797754436e-05,47.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,11,4,0.0,30.0,0.0,1.0
972743da9db04fc76cca174a3b54e4ea500f5383,HdrHistogram__HdrHistogram,HdrHistogramEncodingBench.java,encodeIntoCompressedByteBuffer,0.0,0.0,6.8,3.890737088190222e-05,3.016833662892027e-05,48.0,4.0,1.0,1.0,1.25,0,0,0,0.0,0,0,5,2,2.0,30.0,0.0,1.0
af44224b392b016e5b6929638b20149daf1d8d5c,eclipse__eclipse-collections,CollectIfTest.java,parallel_lazy_jdk,67.0,116.0,1.3,0.0053381346263097,0.0108396981329663,96.0,7.0,1.0,1.0,1.0,0,0,0,0.0,0,0,19,14,0.0,18.0,1.0,0.0
e7d871dded65925f6bc12e1340dd9ad471ce5033,yellowstonegames__SquidLib,DataStructureBenchmark.java,insertIntegerSquidDefaultOS3,1150.0,896.0,11.5,9.165913878958452e-05,0.0008294665439274,534.0,8.0,1.0,2.0,1.8135593220338984,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,1.0,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,2.0,27.0,2.0,0.0
881e4b8928f0e734f05f5c0d7227eb98d8d9d77c,RoaringBitmap__RoaringBitmap,CombinedCardinalityBenchmark.java,orCardinalityBaseline,79.0,237.0,6.4,3.732989668084075e-05,0.0029900482628554,88.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,4,3,1.0,33.0,0.0,1.0
b6e3af8f4a18832cb7242d3e26cd0256425cd354,apache__camel,ConverterBenchmarkTest.java,benchmarkConversionIntToLong,54.0,163.0,2.4,3.115047804842072e-07,2.1034877330769688e-05,112.0,6.0,1.0,2.0,1.6,0,0,0,0.0,1,0,24,2,0.0,27.0,0.0,1.0
c3900291d92c967c9b777556816693b124bafe9f,hazelcast__hazelcast,OAHashSetBenchmark.java,contains_java_HashSet,517.0,414.0,4.8,9.62952536058418e-08,5.046473804102551e-07,254.0,4.0,1.0,1.0,1.4545454545454546,0,0,0,0.0,0,0,24,2,1.0,23.0,1.0,0.0
23d40c80102ef7b72342bab7240597c53299f7dc,imglib__imglib2,SyncedPositionablesBenchmark.java,benchmark6,633.0,23.0,3.8,0.0134259829802026,0.0368645123463178,64.0,4.0,1.0,1.0,1.0,0,0,0,0.0,0,0,16,14,0.0,33.0,0.0,1.0
6516507109d955b3f9601a3c8985a3c1337c5674,apache__tinkerpop,GraphTraversalBenchmark.java,g_V_out_localXout_out_valuesXnameX_foldX,87.0,180.0,3.6,0.015538010382262,0.2519918444544001,62.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,11,8,0.0,28.0,0.0,1.0
efda106de133a0b55d3f571c3ede706f0cd6e4c6,apache__hive,VectorGroupByOperatorBench.java,testAggCount,3.0,10.0,1.6,1.22145214429782e-08,8.94878557846874e-08,177.0,3.0,1.0,1.0,1.3333333333333333,0,0,0,0.0,0,0,43,1,6.0,31.0,0.0,1.0
3302f8c697ec3a1e4a2bb32dc99e0993aae387a2,ReactiveX__RxJava,FlowableFlatMapCompletableAsyncPerf.java,flatMapCompletable,0.0,0.0,7.7,0.0160719158130185,3.178081602764791,44.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,7,3,3.0,40.0,0.0,1.0
756b7ba42bc0e584459528e8f6951792097507e6,HdrHistogram__HdrHistogram,HdrHistogramEncodingBench.java,roundtripCompressed,0.0,0.0,21.2,2.162153451496925e-05,2.4697965679334343e-05,48.0,6.0,1.0,1.0,1.25,0,0,0,0.0,0,0,5,4,2.0,30.0,9.0,0.0
56d6076ce27dd685a46c9625fd4b95a58faf8bac,imglib__imglib2,ParallelizationBenchmark.java,fixedThreadPool,68.0,157.0,1.6,0.0162583117429168,0.0576041080149335,104.0,9.0,1.0,1.0,1.2,0,0,0,0.0,0,0,24,6,0.0,29.0,0.0,1.0
deb2a307c64ed30df38e1f4202cea9859e9e2c50,jdbi__jdbi,EnumBenchmark.java,mapEnumCaseInsensitive,245.0,182.0,5.4,7.32282558020893e-05,0.0004038417397425,67.0,3.0,1.0,1.0,1.3333333333333333,0,0,0,0.0,0,0,15,1,0.0,18.0,0.0,1.0
4b43365d5d0ee231315934da816d14cbcf2d9f12,JCTools__JCTools,MpqRelaxedBurstCost.java,burstCost,483.0,784.0,6.6,4.17865720291778e-08,6.333320892354428e-07,101.0,12.0,1.0,5.0,2.4285714285714284,0,0,0,0.0,1,3,16,4,2.0,24.0,5.0,0.0
0a02281e62585a4ac9ae00edc997aee32183f2df,jdbi__jdbi,QualifiersBenchmark.java,neq4To4,246.0,186.0,9.2,1.4151391101481328e-07,6.590667858939095e-07,193.0,4.0,1.0,1.0,1.0,0,0,0,0.0,0,0,22,4,0.0,24.0,0.0,1.0
91982fce61d70fdf4322db9aa1a6f3b84dc274b3,eclipse__rdf4j,ReasoningBenchmark.java,forwardChainingSchemaCachingRDFSInferencerSchema,451.0,448.0,6.9,0.0039291022140382,0.002546754257467,186.0,9.0,1.0,1.0,1.4285714285714286,1,0,0,0.0,0,0,21,9,1.0,23.0,0.0,1.0
9829ab36327dcc31daafc42d40aaada41a282f6f,apache__tinkerpop,SerializationBenchmark.java,testWriteResponseBinary,554.0,608.0,8.8,1.961810896542875e-07,7.506077110796414e-07,118.0,4.0,1.0,1.0,1.0,0,0,0,0.0,0,0,18,2,0.0,27.0,0.0,1.0
1908b15edcffd220d6151ff6383d9383f5e706e2,prestodb__presto,BenchmarkJtsGeometrySerde.java,serializeSimpleMultiLineString,544.0,632.0,10.6,1.5651362446323928e-07,5.256114484460859e-07,254.0,4.0,1.0,1.0,1.0344827586206895,0,0,0,0.0,0,0,31,1,0.0,30.0,1.0,0.0
cd1084f2540f47ac75a1a5bf6cdb291dbc988d54,JCTools__JCTools,SpscProxyChannelBenchmark.java,tenMixedArgsBaseline,257.0,520.0,5.2,6.56337386501659e-09,5.860016638030923e-08,532.0,13.0,1.0,1.0,1.2702702702702702,0,0,0,0.0,0,0,10,1,1.0,30.0,3.0,0.0
0503d3acbdd31d6667729f24579fe2c15abc3d96,cantaloupe-project__cantaloupe,JaiProcessorPerformance.java,readInfoWithPNG,33.0,3.0,1.1,0.0060596914354822,0.0002487229033705,106.0,5.0,1.0,1.0,1.0,0,0,0,0.0,0,0,23,4,0.0,28.0,0.0,1.0
12327e8a09fb9b59effa313a326a7cb975fb534b,apache__kafka,RecordBatchIterationBenchmark.java,measureIteratorForBatchWithSingleMessage,547.0,452.0,13.6,7.180891329108801e-06,7.001845269402328e-05,64.0,8.0,1.0,3.0,3.0,1,0,0,0.0,1,1,16,7,6.0,34.0,1.0,0.0
c4dfab8441efa20a08dd08fe8a26a8ef20ee3a97,apache__logging-log4j2,MDCFilterBenchmark.java,baseline,361.0,574.0,5.0,1.854174959964306e-09,6.386812300661183e-08,57.0,3.0,1.0,1.0,1.1428571428571428,0,0,0,0.0,0,0,11,0,1.0,23.0,1.0,0.0
3310e50696c17b890545ef920afa3a89be301bbe,JCTools__JCTools,QueueBurstCost.java,burstCost,953.0,954.0,8.6,1.9286831400995976e-06,1.0245009814791804e-05,250.0,8.0,1.0,1.0,2.333333333333333,0,0,0,0.0,0,0,11,3,5.0,19.0,5.0,0.0
3bd262b86c35c772e0cfcf165c42eaf46875f1ea,crate__crate,SortedPagingIteratorBenchmark.java,measureListSort,33.0,31.0,8.2,0.0144330462044372,0.7847531249663999,87.0,10.0,1.0,2.0,1.8,0,0,0,0.0,1,0,20,6,0.0,34.0,1.0,0.0
f275c8f3684efd4f65a891317471ff1e648bf79e,openzipkin__zipkin,CodecBenchmarks.java,writeChineseSpan_THRIFT,502.0,276.0,9.8,3.189079397470173e-07,2.652633803101152e-06,121.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,20,1,0.0,20.0,0.0,1.0
35b40afd8974d6d5ac101542b63323d91f8d065c,eclipse__eclipse-collections,ChainMapPutTest.java,ec,517.0,501.0,11.9,0.1895991624483905,1.4345041171797317,115.0,15.0,1.0,3.0,3.0,0,0,0,0.0,1,0,20,3,3.0,20.0,1.0,0.0
7da0c61a0dddd92251949802562a7ed9a44f5d43,h2oai__h2o-3,GbmMojoScoringBench.java,measureGbmScore0,7.0,23.0,4.7,0.0122381893622816,0.619398806459732,49.0,10.0,1.0,2.0,1.25,0,0,0,0.0,1,0,8,1,1.0,24.0,0.0,1.0
4883f2c8a7374a314cb493004148e7996f421a91,zalando__logbook,JsonMediaTypeBenchmark.java,contentType2,0.0,0.0,1.9,1.0742756954320895e-08,7.468229225132625e-08,40.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,12,1,0.0,27.0,0.0,1.0
90b72a5fc9bf80f8bbb9c1eb5abd48bd345e290c,yellowstonegames__SquidLib,DataStructureBenchmark.java,insertIntegerSquidDefaultOS2,1254.0,991.0,16.3,0.0001099433763657,0.0013633758661286,534.0,8.0,1.0,2.0,1.8135593220338984,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,1.0,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,2.0,27.0,2.0,0.0
42ec001f0c0fbde7641dc9a236a831ed685e4bf1,raphw__byte-buddy,ClassByExtensionBenchmark.java,benchmarkByteBuddyWithProxyWithTypePool,305.0,261.0,2.8,0.0038914260963413,0.0054244624500555,310.0,12.0,1.0,1.0,1.0416666666666667,0,0,0,0.0,0,0,22,15,0.0,30.0,0.0,1.0
61e9bf6a5c37a3d55c03b79b7d8e38a2ec89efc3,prestodb__presto,BenchmarkBlockFlattener.java,benchmarkWithFlatten,4.0,12.0,13.1,1.0953316307951548e-06,4.368035885249237e-05,168.0,13.0,1.0,3.0,1.5384615384615383,1,0,0,0.0,2,0,31,3,4.0,28.0,0.0,1.0
b97ff96b5dddae68db62abbdcd80d9d6a264f0ec,zalando__logbook,JsonMediaTypeBenchmark.java,contentType1,878.0,902.0,3.4,8.646346882860692e-09,7.416617399812005e-08,40.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,12,1,0.0,27.0,0.0,1.0
2e86d0ff4838e7a09b5ec8a7f2aa3ef49924c920,eclipse__rdf4j,QueryOrderBenchmark.java,selectDistinct,0.0,0.0,4.1,0.0200567140571967,7.707324964317846,136.0,23.0,1.0,7.0,3.333333333333333,1,0,0,0.0,0,1,30,8,3.0,24.0,0.0,1.0
22ea3be4161c269a5caf8b404eb40bc6f8f2f089,raphw__byte-buddy,TrivialClassCreationBenchmark.java,benchmarkJdkProxy,482.0,733.0,7.5,0.000211580195412,0.0001282894619732,71.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,14,2,0.0,34.0,2.0,0.0
051152c817c34f00f06c73d7764ce3dd29933fef,hazelcast__hazelcast,OAHashSetBenchmark.java,contains_hz_OAHashSet,225.0,215.0,9.0,1.1076326689095429e-07,5.122638054613911e-07,254.0,4.0,1.0,1.0,1.4545454545454546,0,0,0,0.0,0,0,24,2,1.0,23.0,1.0,0.0
412158259d7b3627880c066a9333cc2e61ed2c2a,hazelcast__hazelcast,OAHashSetBenchmark.java,remove_java_HashSet,450.0,360.0,6.2,1.0569511829379425e-07,4.744907445445002e-07,254.0,4.0,1.0,1.0,1.4545454545454546,0,0,0,0.0,0,0,24,2,1.0,23.0,0.0,1.0
9bc6969b51206293bc2f0b6a646f8367cba7f220,imglib__imglib2,LoopPerformanceBenchmark.java,gradient_niceAndSlow,2340.0,1.0,3.6,0.0017165894256622,0.0324163554872888,102.0,11.0,1.0,2.0,1.25,0,0,0,0.0,1,0,18,10,0.0,29.0,0.0,1.0
9cd7fafa53d99d277f80e5a61ba24c185f276863,crate__crate,GroupingLongCollectorBenchmark.java,measureGroupingOnNumericDocValues,39.0,90.0,2.4,0.0123333133679593,0.7798844118357344,178.0,21.0,1.0,4.0,2.6666666666666665,0,0,0,0.0,1,0,55,15,0.0,35.0,0.0,1.0
d55e1009901168b018eb0e3ae134259b292038ff,openzipkin__zipkin,WriteBufferBenchmarks.java,utf8SizeInBytes_chinese,444.0,875.0,5.9,3.059420276118645e-09,1.0581543749687881e-07,69.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,17,1,0.0,26.0,0.0,1.0
b46fab964168db311c26e1dfb97419b28bf52f91,JCTools__JCTools,QueueOfferPoll.java,offerAndPollLoops,4.0,7.0,1.1,6.540732219694169e-09,7.161083062119931e-08,36.0,11.0,1.0,3.0,2.0,0,0,0,0.0,2,0,4,2,3.0,19.0,0.0,1.0
566703530d29b041efb28bee0df803e9863504b2,jgrapht__jgrapht,DeltaSteppingShortestPathPerformance.java,testDijkstraGnm,516.0,781.0,11.9,0.0034558648322628,0.1317013553152,233.0,5.0,1.0,1.0,1.0909090909090908,0,0,0,0.0,0,0,8,2,2.0,41.0,2.0,0.0
55f7743e8cacb18364f0c1834b4514ed813203b2,r2dbc__r2dbc-h2,StagedResultSizeBenchmarks.java,simpleR2dbc,283.0,335.0,2.6,0.0001124190607111,5.517518082957483e-06,89.0,5.0,1.0,1.0,2.0,0,0,0,0.0,0,0,19,8,1.0,31.0,0.0,1.0
46997b2a6a5ccc0f076f0b04c27c7a75a99cfa73,imglib__imglib2,LoopPerformanceBenchmark.java,copy_pairedView,1550.0,0.0,3.6,0.0010042533119069,0.0170528544215365,102.0,4.0,1.0,1.0,1.25,0,0,0,0.0,0,0,18,6,0.0,29.0,0.0,1.0
13be2bb4d5e2490c6993515cf1578d82f28726d5,netty__netty,EscapeCsvBenchmark.java,escapeCsvOld,574.0,794.0,3.3,3.944377752245983e-08,1.173429299785273e-07,126.0,3.0,1.0,1.0,3.8,0,1,0,0.0,1,0,11,20,1.0,23.0,1.0,0.0
58eb137ffc7b94d8fbad256cef9e4fca715b8ecf,raphw__byte-buddy,ClassByExtensionBenchmark.java,benchmarkByteBuddyWithProxyAndReusedDelegator,126.0,169.0,2.3,0.0036830803153236,0.0045380694728562,310.0,12.0,1.0,1.0,1.0416666666666667,0,0,0,0.0,0,0,22,14,0.0,30.0,0.0,1.0
d151a4369d27538a4e5e10e341307ec83d921818,prestodb__presto,BenchmarkBoxedBoolean.java,primitive,101.0,70.0,2.5,7.245890085766266e-09,4.6766767189169924e-07,131.0,11.0,1.0,3.0,2.875,0,0,0,0.0,1,0,19,2,0.0,26.0,0.0,1.0
69a1b8ed021fda32065bbaab6ed327dda5b05a87,prestodb__presto,BenchmarkWindowOperator.java,benchmark,224.0,493.0,2.0,0.0222815061564105,0.7601561534464006,272.0,25.0,1.0,7.0,1.7777777777777777,0,0,0,0.0,1,0,45,17,3.0,28.0,0.0,1.0
233a7e59855eb97b301f89e89948407aa4b528d7,prometheus__client_java,SummaryBenchmark.java,prometheusSummaryBenchmark,1183.0,982.0,6.9,4.5867886679516165e-06,9.443119642702484e-06,119.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,13,3,0.0,21.0,4.0,0.0
6aef563af1bffe9115e9b0020ddac501eff066d8,apache__camel,CaseInsensitiveMapTest.java,camelMapComplexCase,8.0,11.0,6.4,2.889218569843752e-07,3.709304261761892e-06,134.0,9.0,1.0,1.0,1.0,0,0,0,0.0,0,0,19,16,0.0,27.0,0.0,1.0
7a1a6a11d9f70dc807a79b04eba5ffb53f903798,apache__logging-log4j2,ClocksBenchmark.java,oldCachedClock,84.0,252.0,4.5,2.320606869861529e-09,5.3551337371921386e-08,137.0,3.0,1.0,1.0,1.25,0,0,0,0.0,0,0,14,1,0.0,20.0,5.0,0.0
74c2f599f2f666c9b22adada3ce9a6c164653809,yellowstonegames__SquidLib,DataStructureBenchmark.java,insertIntegerSquidMildOM2,1203.0,830.0,17.4,0.0001899650961636,0.0018804317454855,534.0,8.0,1.0,2.0,1.8135593220338984,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,1.0,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,2.0,27.0,2.0,0.0
5ec5689ff336e0639e8fed7dc4d5a2397c6a6137,raphw__byte-buddy,ClassByImplementationBenchmark.java,baseline,0.0,0.0,2.6,3.0847380675020256e-08,6.234730229833251e-08,247.0,58.0,1.0,1.0,3.125,0,0,0,0.0,0,0,23,0,0.0,35.0,0.0,1.0
beeaee3f8c1f8a90989227c167c6f51c52be2637,h2oai__h2o-3,SQLManagerBench.java,writeItem_double,601.0,531.0,11.7,7.910267515893908e-07,1.3581056311270374e-05,144.0,8.0,1.0,2.0,3.7142857142857135,0,0,0,0.0,1,0,23,1,2.0,20.0,0.0,1.0
444719f11fa3ea7582da01217713fb86d70e4369,ReactiveX__RxJava,FlattenCrossMapPerf.java,flowable,21.0,64.0,2.3,0.0002011991155132,0.013622523793473,46.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,5,2,1.0,24.0,1.0,0.0
80b939562328f2cd7ffad2fcee68db40b0a33649,eclipse__eclipse-collections,ChainMapPutTest.java,ec,735.0,584.0,4.5,0.0055873127405092,0.0766108762112,115.0,15.0,1.0,3.0,3.0,0,0,0,0.0,1,0,20,3,3.0,20.0,1.0,0.0
